Name:Person_1;Age:25;Gender:female;Ethnicity:Chinese;Primary Language:Mandarin
Video index;Video start time;Video name;Video end time
35;1583383168.0268164;Neutral010658723.mp4;1583383175.057854
36;1583383178.0998056;Neutral011359760.mp4;1583383184.7150128
37;1583383187.791893;Neutral011622200.mp4;1583383195.7919557
38;1583383201.2627149;Neutral011730883.mp4;1583383206.9963472
39;1583383212.0638163;Neutral011754720.mp4;1583383223.7465782
40;1583383229.0567682;Neutral011758680.mp4;1583383240.7300835
41;1583383245.229395;Neutral011915720.mp4;1583383250.3925848
42;1583383254.2632742;Neutral011917200.mp4;1583383262.9358716
43;1583383266.5502784;Neutral011937240.mp4;1583383280.9152722
44;1583383285.0063388;Neutral012019363.mp4;1583383294.059927
45;1583383298.434577;Sad003708960.mp4;1583383304.6478868
46;1583383308.6840162;Sad003724280.mp4;1583383315.4339895
47;1583383319.0233052;Sad003934640.mp4;1583383327.2768204
48;1583383330.9355512;Sad004235880.mp4;1583383339.728989
49;1583383344.0446668;Sad004418334.mp4;1583383350.60927
50;1583383354.6139586;Sad004531880.mp4;1583383361.5836573
51;1583383365.5294678;Sad004617440.mp4;1583383371.0509384
52;1583383375.238741;Sad005206720.mp4;1583383382.7595983
53;1583383387.4600513;Sad005207737.mp4;1583383396.248426
54;1583383403.2891984;Sad005255120.mp4;1583383410.0325224
55;1583383414.3168;Sad005352720.mp4;1583383426.945948
56;1583383432.6880605;Sad005624720.mp4;1583383439.9729552
57;1583383445.4346728;Surprise004319360.mp4;1583383451.432467
58;1583383454.8221095;Surprise004603760.mp4;1583383463.0179036
59;1583383466.6803355;Surprise004605760.mp4;1583383477.48216
60;1583383482.3647554;Surprise005014520.mp4;1583383489.7032077
61;1583383493.7769055;Surprise005409240.mp4;1583383501.6026738
62;1583383507.904093;Surprise005913697.mp4;1583383513.9829357
63;1583383517.212826;Surprise010123320.mp4;1583383523.3205726
64;1583383526.2352908;Surprise010340280.mp4;1583383532.1096485
65;1583383536.5628765;Surprise010620040.mp4;1583383541.308266
66;1583383544.577524;Surprise011549760.mp4;1583383548.781348
67;1583383553.3118236;Surprise011631117.mp4;1583383561.017217
68;1583383566.0209997;Surprise011809840.mp4;1583383574.4109633
69;1583383577.5685189;Disgust002303560.mp4;1583383585.326124
70;1583383588.1383567;Disgust002516934.mp4;1583383600.3121903
71;1583383604.4905963;Disgust002739520.mp4;1583383610.1064825
72;1583383615.2926154;Disgust002811160.mp4;1583383619.9842207
73;1583383623.54088;Disgust002850840.mp4;1583383629.9415104
74;1583383634.4365578;Disgust003210880.mp4;1583383642.936372
75;1583383647.4081588;Disgust003236644.mp4;1583383651.8697116
76;1583383654.6402514;Disgust003307280.mp4;1583383661.3900652
77;1583383664.6360934;Disgust003321880.mp4;1583383672.483506
78;1583383677.1661282;Disgust003330000.mp4;1583383686.006133
79;1583383688.8226042;Disgust003638840.mp4;1583383695.08733
80;1583383706.6236277;Disgust011346520.mp4;1583383715.1289868
81;1583383719.3102715;Angry003446574.mp4;1583383729.187834
82;1583383732.3744414;Angry003921207.mp4;1583383737.3262074
83;1583383741.3392117;Angry003948807.mp4;1583383747.494366
84;1583383750.8125865;Angry004108160.mp4;1583383756.953367
85;1583383760.080287;Angry004510640.mp4;1583383767.1999114
86;1583383770.1330574;Angry004924334.mp4;1583383775.881966
87;1583383784.3683913;Angry005006800.mp4;1583383792.2454062
88;1583383795.41605;Angry005007120.mp4;1583383801.3663821
89;1583383804.1279964;Angry005015240.mp4;1583383811.008641
90;1583383814.1255255;Angry005047920.mp4;1583383822.594883
91;1583383826.8994405;Angry005110000.mp4;1583383833.7715766
92;1583383836.680163;Angry005221760.mp4;1583383842.4636695
